Snapshot,Size,Count,Average Count
"119, 65936, 1209, 54.54"
"120, 59776, 934, 64.00"
"121, 32160, 670, 48.00"
"122, 60600, 1261, 48.06"
"123, 23568, 254, 92.79"
"124, 23936, 298, 80.32"
"125, 31272, 792, 39.48"
"126, 33888, 706, 48.00"
"127, 62328, 1297, 48.06"
"128, 25520, 310, 82.32"
"129, 32648, 826, 39.53"
"130, 5200, 65, 80.00"
"131, 33888, 706, 48.00"
"132, 62328, 1297, 48.06"
"133, 27152, 322, 84.32"
"134, 34136, 862, 39.60"
"135, 5200, 65, 80.00"
"136, 33888, 706, 48.00"
"137, 62328, 1297, 48.06"
"138, 35848, 902, 39.74"
"139, 28832, 334, 86.32"
"140, 22176, 198, 112.00"
"141, 33936, 707, 48.00"
"142, 62232, 1295, 48.06"
"143, 30560, 346, 88.32"
"144, 37056, 933, 39.72"
"145, 5200, 65, 80.00"
"146, 33840, 705, 48.00"
"147, 62232, 1295, 48.06"
"148, 32336, 358, 90.32"
"149, 38488, 968, 39.76"
"150, 5120, 64, 80.00"
"151, 33840, 705, 48.00"
"152, 62232, 1295, 48.06"
"153, 34160, 370, 92.32"
"154, 40032, 1005, 39.83"
"155, 24288, 215, 112.97"
"156, 33888, 706, 48.00"
"157, 62232, 1295, 48.06"
"158, 36032, 382, 94.32"
"159, 41576, 1042, 39.90"
"160, 5200, 65, 80.00"
"161, 33888, 706, 48.00"
"162, 62232, 1295, 48.06"
"163, 37952, 394, 96.32"
"164, 43008, 1077, 39.93"
"165, 5200, 65, 80.00"
"166, 33888, 706, 48.00"
"167, 62232, 1295, 48.06"
"168, 39920, 406, 98.33"
"169, 44664, 1116, 40.02"
"170, 5200, 65, 80.00"
"171, 33840, 705, 48.00"
"172, 62280, 1296, 48.06"
"173, 41936, 418, 100.33"
"174, 45872, 1147, 39.99"
"175, 27168, 239, 113.67"
"176, 33888, 706, 48.00"
"177, 62184, 1294, 48.06"
"178, 44000, 430, 102.33"
"179, 47752, 1190, 40.13"
"180, 5200, 65, 80.00"
"181, 33792, 704, 48.00"
"182, 62184, 1294, 48.06"
"183, 46112, 442, 104.33"
"184, 49240, 1226, 40.16"
"185, 5120, 64, 80.00"
"186, 33840, 705, 48.00"
"187, 62232, 1295, 48.06"
"188, 48272, 454, 106.33"
"189, 50448, 1257, 40.13"
"190, 29376, 258, 113.86"
"191, 33888, 706, 48.00"
"192, 62288, 1296, 48.06"
"193, 50480, 466, 108.33"
"194, 51992, 1294, 40.18"
"195, 5200, 65, 80.00"
"196, 33888, 706, 48.00"
"197, 62344, 1297, 48.07"
"198, 52736, 478, 110.33"
"199, 53424, 1329, 40.20"
"200, 5200, 65, 80.00"
"201, 33888, 706, 48.00"
"202, 62344, 1297, 48.07"
"203, 55040, 490, 112.33"
"204, 54800, 1363, 40.21"
"205, 5200, 65, 80.00"
"206, 33840, 705, 48.00"
"207, 62144, 1293, 48.06"
"208, 57392, 502, 114.33"
"209, 56568, 1404, 40.29"
"210, 5120, 64, 80.00"
"211, 33792, 704, 48.00"
"212, 62184, 1294, 48.06"
"213, 59792, 514, 116.33"
"214, 57776, 1435, 40.26"
"215, 32976, 288, 114.50"
"216, 33840, 705, 48.00"
"217, 62232, 1295, 48.06"
"218, 62240, 526, 118.33"
"219, 59264, 1471, 40.29"
"220, 33648, 293, 114.84"
"221, 33888, 706, 48.00"
"222, 62232, 1295, 48.06"
"223, 64736, 538, 120.33"
"224, 60920, 1510, 40.34"
"225, 5200, 65, 80.00"
"226, 33888, 706, 48.00"
"227, 62232, 1295, 48.06"
"228, 67280, 550, 122.33"
"229, 62464, 1547, 40.38"
"230, 5200, 65, 80.00"
"231, 33888, 706, 48.00"
"232, 62232, 1295, 48.06"
"233, 69872, 562, 124.33"
"234, 64064, 1585, 40.42"
"235, 5200, 65, 80.00"
"236, 33888, 706, 48.00"
"237, 62232, 1295, 48.06"
"238, 72512, 574, 126.33"
"239, 65608, 1622, 40.45"
"240, 5200, 65, 80.00"
"241, 33888, 706, 48.00"
"242, 62232, 1295, 48.06"
"243, 75200, 586, 128.33"
"244, 67096, 1658, 40.47"
"245, 5200, 65, 80.00"
"246, 33888, 706, 48.00"
"247, 62232, 1295, 48.06"
"248, 77936, 598, 130.33"
"249, 68584, 1694, 40.49"
"250, 5200, 65, 80.00"
"251, 33888, 706, 48.00"
"252, 62232, 1295, 48.06"
"253, 80720, 610, 132.33"
"254, 69960, 1728, 40.49"
"255, 5200, 65, 80.00"
"256, 33888, 706, 48.00"
"257, 62232, 1295, 48.06"
"258, 83552, 622, 134.33"
"259, 71616, 1767, 40.53"
"260, 5200, 65, 80.00"
"261, 33840, 705, 48.00"
"262, 62280, 1296, 48.06"
"263, 86432, 634, 136.33"
"264, 73048, 1802, 40.54"
"265, 40128, 347, 115.64"
"266, 33936, 707, 48.00"
"267, 62328, 1297, 48.06"
"268, 89360, 646, 138.33"
"269, 74480, 1837, 40.54"
"270, 40896, 354, 115.53"
"271, 33984, 708, 48.00"
"272, 62328, 1297, 48.06"
"273, 92336, 658, 140.33"
"274, 75744, 1869, 40.53"
"275, 5280, 66, 80.00"
"276, 33984, 708, 48.00"
"277, 62328, 1297, 48.06"
"278, 95360, 670, 142.33"
"279, 77232, 1905, 40.54"
"280, 5280, 66, 80.00"
"281, 33984, 708, 48.00"
"282, 62328, 1297, 48.06"
"283, 98432, 682, 144.33"
"284, 78608, 1939, 40.54"
"285, 5280, 66, 80.00"
"286, 33984, 708, 48.00"
"287, 62328, 1297, 48.06"
"288, 101552, 694, 146.33"
"289, 79928, 1972, 40.53"
"290, 5280, 66, 80.00"
"291, 33984, 708, 48.00"
"292, 62328, 1297, 48.06"
"293, 104720, 706, 148.33"
"294, 81472, 2009, 40.55"
"295, 5280, 66, 80.00"
"296, 33984, 708, 48.00"
"297, 62328, 1297, 48.06"
"298, 107936, 718, 150.33"
"299, 82904, 2044, 40.56"
"300, 5280, 66, 80.00"
"301, 33984, 708, 48.00"
"302, 62328, 1297, 48.06"
"303, 111200, 730, 152.33"
"304, 84448, 2081, 40.58"
"305, 5280, 66, 80.00"
"306, 12160, 190, 64.00"
"307, 29936, 931, 32.15"
"308, 14952, 310, 48.23"
"309, 3648, 76, 48.00"
"310, 70968, 817, 86.86"
"311, 83544, 1070, 78.08"
"312, 42448, 1134, 37.43"
"313, 24384, 381, 64.00"
"314, 5328, 111, 48.00"
"315, 19560, 406, 48.18"
"316, 96072, 1322, 72.67"
"317, 55152, 1340, 41.16"
"318, 36800, 575, 64.00"
"319, 7152, 149, 48.00"
"320, 24360, 506, 48.14"
"321, 108984, 1582, 68.89"
"322, 68048, 1549, 43.93"
"323, 49408, 772, 64.00"
"324, 8976, 187, 48.00"
"325, 29064, 604, 48.12"
"326, 120312, 1809, 66.51"
"327, 81136, 1761, 46.07"
"328, 62208, 972, 64.00"
"329, 10800, 225, 48.00"
"330, 33768, 702, 48.10"
"331, 12624, 263, 48.00"
"332, 38664, 804, 48.09"
"333, 131792, 802, 164.33"
"334, 93544, 2300, 40.67"
"335, 82448, 1789, 46.09"
"336, 12816, 267, 48.00"
"337, 38760, 806, 48.09"
"338, 135392, 814, 166.33"
"339, 94696, 2330, 40.64"
"340, 5520, 69, 80.00"
"341, 12816, 267, 48.00"
"342, 38760, 806, 48.09"
"343, 139040, 826, 168.33"
"344, 96240, 2367, 40.66"
"345, 5520, 69, 80.00"
"346, 12816, 267, 48.00"
"347, 38816, 807, 48.10"
"348, 142736, 838, 170.33"
"349, 97784, 2404, 40.68"
"350, 5520, 69, 80.00"
"351, 12816, 267, 48.00"
"352, 38816, 807, 48.10"
"353, 146480, 850, 172.33"
"354, 99104, 2437, 40.67"
"355, 5520, 69, 80.00"
"356, 12816, 267, 48.00"
"357, 38760, 806, 48.09"
"358, 150272, 862, 174.33"
"359, 100872, 2478, 40.71"
"360, 5520, 69, 80.00"
"361, 12816, 267, 48.00"
"362, 38760, 806, 48.09"
"363, 154112, 874, 176.33"
"364, 102192, 2511, 40.70"
"365, 5520, 69, 80.00"
"366, 12816, 267, 48.00"
"367, 38760, 806, 48.09"
"368, 158000, 886, 178.33"
"369, 104016, 2553, 40.74"
"370, 5520, 69, 80.00"
"371, 12816, 267, 48.00"
"372, 38760, 806, 48.09"
"373, 161936, 898, 180.33"
"374, 105672, 2592, 40.77"
"375, 5520, 69, 80.00"
"376, 12816, 267, 48.00"
"377, 38760, 806, 48.09"
"378, 165920, 910, 182.33"
"379, 106936, 2624, 40.75"
"380, 5520, 69, 80.00"
"381, 12816, 267, 48.00"
"382, 38760, 806, 48.09"
"383, 169952, 922, 184.33"
"384, 108536, 2662, 40.77"
"385, 5520, 69, 80.00"
"386, 12816, 267, 48.00"
"387, 38760, 806, 48.09"
"388, 174032, 934, 186.33"
"389, 109856, 2695, 40.76"
"390, 5520, 69, 80.00"
"391, 12816, 267, 48.00"
"392, 38760, 806, 48.09"
"393, 178160, 946, 188.33"
"394, 111288, 2730, 40.76"
"395, 5520, 69, 80.00"
"396, 12816, 267, 48.00"
"397, 38760, 806, 48.09"
"398, 182336, 958, 190.33"
"399, 112720, 2765, 40.77"
"400, 5520, 69, 80.00"
"401, 12816, 267, 48.00"
"402, 38760, 806, 48.09"
"403, 186560, 970, 192.33"
"404, 113984, 2797, 40.75"
"405, 5520, 69, 80.00"
"406, 12816, 267, 48.00"
"407, 38760, 806, 48.09"
"408, 190832, 982, 194.33"
"409, 115696, 2837, 40.78"
"410, 5520, 69, 80.00"
"411, 12816, 267, 48.00"
"412, 38760, 806, 48.09"
"413, 195152, 994, 196.33"
"414, 117128, 2872, 40.78"
"415, 5520, 69, 80.00"
"416, 12816, 267, 48.00"
"417, 38760, 806, 48.09"
"418, 199520, 1006, 198.33"
"419, 118784, 2911, 40.81"
"420, 5520, 69, 80.00"
"421, 12816, 267, 48.00"
"422, 38760, 806, 48.09"
"423, 203936, 1018, 200.33"
"424, 120272, 2947, 40.81"
"425, 5520, 69, 80.00"
"426, 12816, 267, 48.00"
"427, 38760, 806, 48.09"
"428, 208400, 1030, 202.33"
"429, 121872, 2985, 40.83"
"430, 5520, 69, 80.00"
"431, 12816, 267, 48.00"
"432, 38760, 806, 48.09"
"433, 212912, 1042, 204.33"
"434, 123416, 3022, 40.84"
"435, 5520, 69, 80.00"
"436, 12816, 267, 48.00"
"437, 38760, 806, 48.09"
"438, 217472, 1054, 206.33"
"439, 124792, 3056, 40.84"
"440, 5520, 69, 80.00"
"441, 12816, 267, 48.00"
"442, 38760, 806, 48.09"
"443, 222080, 1066, 208.33"
"444, 126392, 3094, 40.85"
"445, 5520, 69, 80.00"
"446, 12816, 267, 48.00"
"447, 226736, 1078, 210.33"
"448, 38760, 806, 48.09"
"449, 127712, 3127, 40.84"
"450, 5520, 69, 80.00"
"451, 12816, 267, 48.00"
"452, 231440, 1090, 212.33"
"453, 38760, 806, 48.09"
"454, 129144, 3162, 40.84"
"455, 5520, 69, 80.00"
"456, 12816, 267, 48.00"
"457, 236192, 1102, 214.33"
"458, 38760, 806, 48.09"
"459, 130688, 3199, 40.85"
"460, 5520, 69, 80.00"
"461, 12816, 267, 48.00"
"462, 240992, 1114, 216.33"
"463, 38760, 806, 48.09"
"464, 132120, 3234, 40.85"
"465, 5520, 69, 80.00"
"466, 12816, 267, 48.00"
"467, 245840, 1126, 218.33"
"468, 38760, 806, 48.09"
"469, 133664, 3271, 40.86"
"470, 5520, 69, 80.00"
"471, 12816, 267, 48.00"
"472, 250736, 1138, 220.33"
"473, 38760, 806, 48.09"
"474, 135040, 3305, 40.86"
"475, 5520, 69, 80.00"
"476, 255680, 1150, 222.33"
"477, 12816, 267, 48.00"
"478, 38760, 806, 48.09"
"479, 136472, 3340, 40.86"
"480, 5520, 69, 80.00"
"481, 260672, 1162, 224.33"
"482, 12816, 267, 48.00"
"483, 38760, 806, 48.09"
"484, 138072, 3378, 40.87"
"485, 5520, 69, 80.00"
"486, 265712, 1174, 226.33"
"487, 12816, 267, 48.00"
"488, 38760, 806, 48.09"
"489, 139392, 3411, 40.87"
"490, 5520, 69, 80.00"
"491, 270800, 1186, 228.33"
"492, 12816, 267, 48.00"
"493, 38760, 806, 48.09"
"494, 140936, 3448, 40.87"
"495, 5520, 69, 80.00"
"496, 19456, 304, 64.00"
"497, 48176, 1501, 32.10"
"498, 109272, 1273, 85.84"
"499, 15240, 316, 48.23"
"500, 3792, 79, 48.00"
"501, 131544, 1737, 75.73"
"502, 38784, 606, 64.00"
"503, 67504, 1803, 37.44"
"504, 5568, 116, 48.00"
"505, 19992, 415, 48.17"
"506, 153528, 2195, 69.94"
"507, 58112, 908, 64.00"
"508, 86832, 2105, 41.25"
"509, 7488, 156, 48.00"
"510, 24888, 517, 48.14"
"511, 63488, 992, 64.00"
"512, 92272, 2190, 42.13"
"513, 9408, 196, 48.00"
"514, 29688, 617, 48.12"
"515, 150744, 2137, 70.54"
"516, 11328, 236, 48.00"
"517, 31656, 658, 48.11"
"518, 141752, 3472, 40.83"
"519, 6000, 75, 80.00"
"520, 30744, 549, 56.00"
"521, 11328, 236, 48.00"
"522, 31512, 655, 48.11"
"523, 6000, 75, 80.00"
"524, 1472, 14, 105.14"
"525, 384, 12, 32.00"
"526, 11280, 235, 48.00"
"527, 31416, 653, 48.11"
"528, 6000, 75, 80.00"
"529, 30464, 544, 56.00"
"530, 1472, 14, 105.14"
"531, 11184, 233, 48.00"
"532, 31416, 653, 48.11"
"533, 141416, 3466, 40.80"
"534, 6000, 75, 80.00"
"535, 1472, 14, 105.14"
"536, 11136, 232, 48.00"
"537, 31560, 656, 48.11"
"538, 6000, 75, 80.00"
"539, 146856, 2056, 71.43"
"540, 141584, 3469, 40.81"
"541, 11280, 235, 48.00"
"542, 31656, 658, 48.11"
"543, 6000, 75, 80.00"
"544, 1472, 14, 105.14"
"545, 384, 12, 32.00"
"546, 11328, 236, 48.00"
"547, 31656, 658, 48.11"
"548, 6000, 75, 80.00"
"549, 1472, 14, 105.14"
"550, 288, 4, 72.00"
"551, 11328, 236, 48.00"
"552, 31656, 658, 48.11"
"553, 6000, 75, 80.00"
"554, 1472, 14, 105.14"
"555, 384, 12, 32.00"
"556, 11328, 236, 48.00"
"557, 31656, 658, 48.11"
"558, 6000, 75, 80.00"
"559, 1472, 14, 105.14"
"560, 288, 4, 72.00"
"561, 11328, 236, 48.00"
"562, 31656, 658, 48.11"
"563, 6000, 75, 80.00"
"564, 1472, 14, 105.14"
"565, 384, 12, 32.00"
"566, 11328, 236, 48.00"
"567, 31656, 658, 48.11"
"568, 6000, 75, 80.00"
"569, 1472, 14, 105.14"
"570, 288, 4, 72.00"
"571, 11328, 236, 48.00"
"572, 31656, 658, 48.11"
"573, 6000, 75, 80.00"
"574, 1472, 14, 105.14"
"575, 384, 12, 32.00"
"576, 11328, 236, 48.00"
"577, 31656, 658, 48.11"
"578, 6000, 75, 80.00"
"579, 1472, 14, 105.14"
"580, 288, 4, 72.00"
"581, 11328, 236, 48.00"
"582, 31656, 658, 48.11"
"583, 6000, 75, 80.00"
"584, 1472, 14, 105.14"
"585, 384, 12, 32.00"
"586, 11328, 236, 48.00"
"587, 31656, 658, 48.11"
"588, 6000, 75, 80.00"
"589, 1472, 14, 105.14"
"590, 288, 4, 72.00"
"591, 11328, 236, 48.00"
"592, 31656, 658, 48.11"
"593, 6000, 75, 80.00"
"594, 1472, 14, 105.14"
"595, 384, 12, 32.00"
"596, 11328, 236, 48.00"
"597, 31656, 658, 48.11"
"598, 6000, 75, 80.00"
"599, 1472, 14, 105.14"
"600, 288, 4, 72.00"
"601, 11328, 236, 48.00"
"602, 31656, 658, 48.11"
"603, 6000, 75, 80.00"
"604, 1472, 14, 105.14"
"605, 384, 12, 32.00"
"606, 11328, 236, 48.00"
"607, 31656, 658, 48.11"
"608, 6000, 75, 80.00"
"609, 1472, 14, 105.14"
"610, 288, 4, 72.00"
"611, 11328, 236, 48.00"
"612, 31656, 658, 48.11"
"613, 6000, 75, 80.00"
"614, 1472, 14, 105.14"
"615, 384, 12, 32.00"
"616, 11328, 236, 48.00"
"617, 31656, 658, 48.11"
"618, 6000, 75, 80.00"
"619, 1472, 14, 105.14"
"620, 288, 4, 72.00"
"621, 11328, 236, 48.00"
"622, 31656, 658, 48.11"
"623, 6000, 75, 80.00"
"624, 1472, 14, 105.14"
"625, 384, 12, 32.00"
"626, 74976, 638, 117.52"
"627, 29552, 1210, 24.42"
"628, 832, 13, 64.00"
"629, 10592, 219, 48.37"
"630, 3792, 79, 48.00"
"631, 106152, 1247, 85.13"
"632, 20160, 315, 64.00"
"633, 48880, 1512, 32.33"
"634, 5808, 121, 48.00"
"635, 11656, 239, 48.77"
"636, 127968, 1700, 75.28"
"637, 39488, 617, 64.00"
"638, 68208, 1814, 37.60"
"639, 4128, 86, 48.00"
"640, 20152, 418, 48.21"
"641, 149952, 2158, 69.49"
"642, 58816, 919, 64.00"
"643, 87536, 2116, 41.37"
"644, 8640, 180, 48.00"
"645, 22400, 465, 48.17"
"646, 10560, 220, 48.00"
"647, 63488, 992, 64.00"
"648, 92272, 2190, 42.13"
"649, 27288, 567, 48.13"
"650, 145392, 2063, 70.48"
"651, 12048, 251, 48.00"
"652, 28056, 583, 48.12"
"653, 6160, 77, 80.00"
"654, 4592, 40, 114.80"
"655, 1656, 23, 72.00"
"656, 10896, 227, 48.00"
"657, 29208, 607, 48.12"
"658, 6160, 77, 80.00"
"659, 4592, 40, 114.80"
"660, 1800, 25, 72.00"
"661, 12192, 254, 48.00"
"662, 27720, 576, 48.12"
"663, 6160, 77, 80.00"
"664, 141920, 3475, 40.84"
"665, 4592, 40, 114.80"
"666, 12048, 251, 48.00"
"667, 27816, 578, 48.12"
"668, 6160, 77, 80.00"
"669, 4592, 40, 114.80"
"670, 1800, 25, 72.00"
"671, 11952, 249, 48.00"
"672, 27768, 577, 48.12"
"673, 6160, 77, 80.00"
"674, 4592, 40, 114.80"
"675, 1656, 23, 72.00"
"676, 10800, 225, 48.00"
"677, 28968, 602, 48.12"
"678, 6160, 77, 80.00"
"679, 4592, 40, 114.80"
"680, 1800, 25, 72.00"
"681, 11856, 247, 48.00"
"682, 28008, 582, 48.12"
"683, 6160, 77, 80.00"
"684, 4592, 40, 114.80"
"685, 1656, 23, 72.00"
"686, 11952, 249, 48.00"
"687, 27912, 580, 48.12"
"688, 6160, 77, 80.00"
"689, 4592, 40, 114.80"
"690, 1800, 25, 72.00"
"691, 12000, 250, 48.00"
"692, 27960, 581, 48.12"
"693, 6160, 77, 80.00"
"694, 4592, 40, 114.80"
"695, 1656, 23, 72.00"
"696, 11136, 232, 48.00"
"697, 28728, 597, 48.12"
"698, 6160, 77, 80.00"
"699, 4592, 40, 114.80"
"700, 1800, 25, 72.00"
"701, 11952, 249, 48.00"
"702, 27912, 580, 48.12"
"703, 6160, 77, 80.00"
"704, 142144, 3479, 40.86"
"705, 4592, 40, 114.80"
"706, 12144, 253, 48.00"
"707, 27768, 577, 48.12"
"708, 6160, 77, 80.00"
"709, 4592, 40, 114.80"
"710, 1800, 25, 72.00"
"711, 11904, 248, 48.00"
"712, 28056, 583, 48.12"
"713, 6160, 77, 80.00"
"714, 4592, 40, 114.80"
"715, 1656, 23, 72.00"
"716, 10944, 228, 48.00"
"717, 29016, 603, 48.12"
"718, 6160, 77, 80.00"
"719, 4592, 40, 114.80"
"720, 1800, 25, 72.00"
"721, 11760, 245, 48.00"
"722, 28104, 584, 48.12"
"723, 6160, 77, 80.00"
"724, 4592, 40, 114.80"
"725, 1656, 23, 72.00"
"726, 12048, 251, 48.00"
"727, 27768, 577, 48.12"
"728, 6160, 77, 80.00"
"729, 4592, 40, 114.80"
"730, 1800, 25, 72.00"
"731, 11952, 249, 48.00"
"732, 27912, 580, 48.12"
"733, 6160, 77, 80.00"
"734, 4592, 40, 114.80"
"735, 1656, 23, 72.00"
"736, 11232, 234, 48.00"
"737, 28736, 597, 48.13"
"738, 6160, 77, 80.00"
"739, 4592, 40, 114.80"
"740, 1800, 25, 72.00"
"741, 11664, 243, 48.00"
"742, 28352, 589, 48.14"
"743, 6160, 77, 80.00"
"744, 4592, 40, 114.80"
"745, 1656, 23, 72.00"
"746, 12096, 252, 48.00"
"747, 27864, 579, 48.12"
"748, 6160, 77, 80.00"
"749, 4592, 40, 114.80"
"750, 1800, 25, 72.00"
"751, 12048, 251, 48.00"
"752, 27912, 580, 48.12"
"753, 6160, 77, 80.00"
"754, 4592, 40, 114.80"
"755, 1656, 23, 72.00"
"756, 11328, 236, 48.00"
"757, 28680, 596, 48.12"
"758, 6160, 77, 80.00"
"759, 4592, 40, 114.80"
"760, 1800, 25, 72.00"
"761, 41968, 1404, 29.89"
"762, 13312, 208, 64.00"
"763, 98088, 1064, 92.19"
"764, 9384, 194, 48.37"
"765, 3360, 70, 48.00"
"766, 121800, 1543, 78.94"
"767, 32640, 510, 64.00"
"768, 61296, 1706, 35.93"
"769, 5520, 115, 48.00"
"770, 14088, 288, 48.92"
"771, 143784, 2001, 71.86"
"772, 51968, 812, 64.00"
"773, 80624, 2008, 40.15"
"774, 7536, 157, 48.00"
"775, 18312, 380, 48.19"
"776, 154920, 2233, 69.38"
"777, 63616, 994, 64.00"
"778, 92272, 2190, 42.13"
"779, 9504, 198, 48.00"
"780, 22872, 475, 48.15"
"781, 11472, 239, 48.00"
"782, 27528, 572, 48.13"
"783, 6080, 76, 80.00"
"784, 142312, 3482, 40.87"
"785, 2552, 23, 110.96"
"786, 11472, 239, 48.00"
"787, 27528, 572, 48.13"
"788, 6080, 76, 80.00"
"789, 142480, 3485, 40.88"
"790, 2552, 23, 110.96"
"791, 11472, 239, 48.00"
"792, 27528, 572, 48.13"
"793, 6080, 76, 80.00"
"794, 2552, 23, 110.96"
"795, 1656, 23, 72.00"
"796, 11472, 239, 48.00"
"797, 27528, 572, 48.13"
"798, 6080, 76, 80.00"
"799, 2552, 23, 110.96"
"800, 1800, 25, 72.00"
"801, 11472, 239, 48.00"
"802, 27528, 572, 48.13"
"803, 6080, 76, 80.00"
"804, 2552, 23, 110.96"
"805, 1656, 23, 72.00"
"806, 11472, 239, 48.00"
"807, 27528, 572, 48.13"
"808, 6080, 76, 80.00"
"809, 2552, 23, 110.96"
"810, 1800, 25, 72.00"
"811, 11472, 239, 48.00"
"812, 27528, 572, 48.13"
"813, 6080, 76, 80.00"
"814, 2552, 23, 110.96"
"815, 1656, 23, 72.00"
"816, 11472, 239, 48.00"
"817, 27528, 572, 48.13"
"818, 6080, 76, 80.00"
"819, 2552, 23, 110.96"
"820, 1800, 25, 72.00"
"821, 11472, 239, 48.00"
"822, 27528, 572, 48.13"
"823, 6080, 76, 80.00"
"824, 2552, 23, 110.96"
"825, 1656, 23, 72.00"
"826, 11472, 239, 48.00"
"827, 27528, 572, 48.13"
"828, 6080, 76, 80.00"
"829, 2552, 23, 110.96"
"830, 1800, 25, 72.00"
"831, 11472, 239, 48.00"
"832, 27528, 572, 48.13"
"833, 6080, 76, 80.00"
"834, 2552, 23, 110.96"
"835, 1656, 23, 72.00"
"836, 11472, 239, 48.00"
"837, 27528, 572, 48.13"
"838, 6080, 76, 80.00"
"839, 2552, 23, 110.96"
"840, 1800, 25, 72.00"
"841, 11472, 239, 48.00"
"842, 27528, 572, 48.13"
"843, 6080, 76, 80.00"
"844, 2552, 23, 110.96"
"845, 1656, 23, 72.00"
"846, 11472, 239, 48.00"
"847, 27528, 572, 48.13"
"848, 6080, 76, 80.00"
"849, 2552, 23, 110.96"
"850, 1800, 25, 72.00"
"851, 11472, 239, 48.00"
"852, 27528, 572, 48.13"
"853, 6080, 76, 80.00"
"854, 2552, 23, 110.96"
"855, 1656, 23, 72.00"
"856, 11472, 239, 48.00"
"857, 27528, 572, 48.13"
"858, 6080, 76, 80.00"
"859, 2552, 23, 110.96"
"860, 1800, 25, 72.00"
"861, 11472, 239, 48.00"
"862, 27528, 572, 48.13"
"863, 6080, 76, 80.00"
"864, 2552, 23, 110.96"
"865, 1656, 23, 72.00"
"866, 11472, 239, 48.00"
"867, 27528, 572, 48.13"
"868, 6080, 76, 80.00"
"869, 2552, 23, 110.96"
"870, 1800, 25, 72.00"
"871, 11472, 239, 48.00"
"872, 27528, 572, 48.13"
"873, 6080, 76, 80.00"
"874, 2552, 23, 110.96"
"875, 1656, 23, 72.00"
"876, 11472, 239, 48.00"
"877, 27584, 573, 48.14"
"878, 6080, 76, 80.00"
"879, 2552, 23, 110.96"
"880, 1800, 25, 72.00"
"881, 11472, 239, 48.00"
"882, 27584, 573, 48.14"
"883, 6080, 76, 80.00"
"884, 2552, 23, 110.96"
"885, 1656, 23, 72.00"
"886, 11472, 239, 48.00"
"887, 27528, 572, 48.13"
"888, 6080, 76, 80.00"
"889, 2552, 23, 110.96"
"890, 1800, 25, 72.00"
"891, 11472, 239, 48.00"
"892, 27528, 572, 48.13"
"893, 6080, 76, 80.00"
"894, 2552, 23, 110.96"
"895, 1656, 23, 72.00"
"896, 109272, 1273, 85.84"
"897, 19456, 304, 64.00"
"898, 48176, 1501, 32.10"
"899, 6432, 134, 48.00"
"900, 14184, 294, 48.24"
"901, 131928, 1745, 75.60"
"902, 38784, 606, 64.00"
"903, 67504, 1803, 37.44"
"904, 7728, 161, 48.00"
"905, 19032, 395, 48.18"
"906, 154104, 2207, 69.83"
"907, 58112, 908, 64.00"
"908, 86832, 2105, 41.25"
"909, 9600, 200, 48.00"
"910, 23784, 494, 48.15"
"911, 63488, 992, 64.00"
"912, 92272, 2190, 42.13"
"913, 11472, 239, 48.00"
"914, 28536, 593, 48.12"
"915, 149592, 2113, 70.80"
"916, 13344, 278, 48.00"
"917, 28728, 597, 48.12"
"918, 5920, 74, 80.00"
"919, 1800, 25, 72.00"
"920, 1472, 14, 105.14"
"921, 13344, 278, 48.00"
"922, 28728, 597, 48.12"
"923, 5920, 74, 80.00"
"924, 1656, 23, 72.00"
"925, 1472, 14, 105.14"
"926, 13344, 278, 48.00"
"927, 28728, 597, 48.12"
"928, 5920, 74, 80.00"
"929, 1800, 25, 72.00"
"930, 1472, 14, 105.14"
"931, 13344, 278, 48.00"
"932, 28728, 597, 48.12"
"933, 5920, 74, 80.00"
"934, 1656, 23, 72.00"
"935, 1472, 14, 105.14"
"936, 13344, 278, 48.00"
"937, 28728, 597, 48.12"
"938, 5920, 74, 80.00"
"939, 1800, 25, 72.00"
"940, 1472, 14, 105.14"
"941, 13344, 278, 48.00"
"942, 28728, 597, 48.12"
"943, 5920, 74, 80.00"
"944, 1656, 23, 72.00"
"945, 1472, 14, 105.14"
"946, 13344, 278, 48.00"
"947, 28728, 597, 48.12"
"948, 5920, 74, 80.00"
"949, 1800, 25, 72.00"
"950, 1472, 14, 105.14"
"951, 13344, 278, 48.00"
"952, 28728, 597, 48.12"
"953, 5920, 74, 80.00"
"954, 1656, 23, 72.00"
"955, 1472, 14, 105.14"
"956, 13344, 278, 48.00"
"957, 28728, 597, 48.12"
"958, 5920, 74, 80.00"
"959, 1800, 25, 72.00"
"960, 1472, 14, 105.14"
"961, 13344, 278, 48.00"
"962, 28728, 597, 48.12"
"963, 5920, 74, 80.00"
"964, 1656, 23, 72.00"
"965, 1472, 14, 105.14"
"966, 13344, 278, 48.00"
"967, 28728, 597, 48.12"
"968, 5920, 74, 80.00"
"969, 1800, 25, 72.00"
"970, 1472, 14, 105.14"
"971, 13344, 278, 48.00"
"972, 28728, 597, 48.12"
"973, 5920, 74, 80.00"
"974, 1656, 23, 72.00"
"975, 1472, 14, 105.14"
"976, 13344, 278, 48.00"
"977, 28728, 597, 48.12"
"978, 5920, 74, 80.00"
"979, 1800, 25, 72.00"
"980, 1472, 14, 105.14"
"981, 13344, 278, 48.00"
"982, 28728, 597, 48.12"
